Titel,Jahr,Authoren,ISBN,ISSN,DOI,Journal,Monat,Issue,Nummer,URL,Gruppen,
Challenges for the cyber-physical manufacturing enterprises of the future,2019,"Hervé Panetto, Benoit Iung, Dmitry Ivanov, Georg Weichhart, Xiaofan Wang",,1367-5788,https://doi.org/10.1016/j.arcontrol.2019.02.002,Annual Reviews in Control,,,,http://www.sciencedirect.com/science/article/pii/S1367578818302086,NOK1,
Components and Development in Big Data System: A Surveyb,2019,"JingHuan Yu, ZiMeng Zhou",,1674-862X,https://doi.org/10.11989/JEST.1674-862X.80926105,Journal of Electronic Science and Technology,,,1,http://www.sciencedirect.com/science/article/pii/S1674862X19300060,NOK1,
A trust analysis scheme for vehicular networks within IoT-oriented Green City,2020,"Geetanjali Rathee, Naveen Jaglan, Razi Iqbal, Sujesh Lal, Varun Menon",,2352-1864,https://doi.org/10.1016/j.eti.2020.101144,Environmental Technology & Innovation,,,,http://www.sciencedirect.com/science/article/pii/S2352186420314449,NOK1,
"A walkthrough of the emerging IoT paradigm: Visualizing inside functionalities, key features, and open issues",2019,"Abhishek Singh, Ashish Payal, Sourabh Bharti",,1084-8045,https://doi.org/10.1016/j.jnca.2019.06.013,Journal of Network and Computer Applications,,,,http://www.sciencedirect.com/science/article/pii/S1084804519302188,NOK1,
Securing Spatial Data Infrastructures for Distributed Smart City applications and services,2019,"Kanishk Chaturvedi, Andreas Matheus, Son Nguyen, Thomas Kolbe",,0167-739X,https://doi.org/10.1016/j.future.2019.07.002,Future Generation Computer Systems,,,,http://www.sciencedirect.com/science/article/pii/S0167739X18330024,NOK1,
A survey on FinTech,2018,"Keke Gai, Meikang Qiu, Xiaotong Sun",,1084-8045,https://doi.org/10.1016/j.jnca.2017.10.011,Journal of Network and Computer Applications,,,,http://www.sciencedirect.com/science/article/pii/S1084804517303247,NOK1,
"Chapter 10 - Security, privacy, and information-sharing aspects of healthcare artificial intelligence",2020,Jakub Hlávka,978-0-12-818438-7,,https://doi.org/10.1016/B978-0-12-818438-7.00010-1,,,,,http://www.sciencedirect.com/science/article/pii/B9780128184387000101,NOK1,
"A perspective on the current and future roles of additive manufacturing in process engineering, with an emphasis on heat transfer",2020,JR McDonough,,2451-9049,https://doi.org/10.1016/j.tsep.2020.100594,Thermal Science and Engineering Progress,,,,http://www.sciencedirect.com/science/article/pii/S2451904920301128,NOK1,
Digital technologies catalyzing business model innovation for circular economy—Multiple case study,2021,"Valtteri Ranta, Leena AarikkaStenroos, JuhaMatti Väisänen",,0921-3449,https://doi.org/10.1016/j.resconrec.2020.105155,"Resources, Conservation and Recycling",,,,http://www.sciencedirect.com/science/article/pii/S0921344920304729,NOK1,
2 - Where will self-driving vehicles take us? Scenarios for the development of automated vehicles with Sweden as a case study,2019,"Anna Pernestål, Ida Kristoffersson, LarsGöran Mattsson",978-0-12-817696-2,,https://doi.org/10.1016/B978-0-12-817696-2.00002-0,,,,,http://www.sciencedirect.com/science/article/pii/B9780128176962000020,NOK1,
Shipping-collaboration model for the new generation of container port in innovation district: A case of Eastern Economic Corridor,2020,Chalermpong Senarak,,2092-5212,https://doi.org/10.1016/j.ajsl.2019.11.002,The Asian Journal of Shipping and Logistics,,,2,http://www.sciencedirect.com/science/article/pii/S2092521219300677,NOK1,
Chapter 2 - Urban systems and the role of big data,2020,"Yoshiki Yamagata, Perry Yang, Soowon Chang, Michael Tobey, Robert Binder, Pieter Fourie, Peraphan Jittrapirom, Takuro Kobashi, Takahiro Yoshida, Jelena Aleksejeva",978-0-12-816055-8,,https://doi.org/10.1016/B978-0-12-816055-8.00002-6,,,,,http://www.sciencedirect.com/science/article/pii/B9780128160558000026,NOK1,
"A–Z survey of Internet of Things: Architectures, protocols, applications, recent advances, future directions and recommendations",2020,"Wafaa Kassab, Khalid Darabkh",,1084-8045,https://doi.org/10.1016/j.jnca.2020.102663,Journal of Network and Computer Applications,,,,http://www.sciencedirect.com/science/article/pii/S1084804520301375,NOK1,
A likelihood-free Bayesian derivation method for service variants,2018,"Rune Rasmussen, Alistair Barros, Fuguo Wei",,0164-1212,https://doi.org/10.1016/j.jss.2018.05.011,Journal of Systems and Software,,,,http://www.sciencedirect.com/science/article/pii/S0164121218300943,NOK1,
Proposal of an integrated decision support system for Tuberculosis based on Semantic Web,2019,"Vinícius Lima, Felipe Pellison, Filipe Bernardi, Isabelle Carvalho, Rui Rijo, Domingos Alves",,1877-0509,https://doi.org/10.1016/j.procs.2019.12.219,Procedia Computer Science,,,,http://www.sciencedirect.com/science/article/pii/S1877050919322665,NOK1,
Chapter 4 - City Operating Systems,2020,"Christopher Kirwan, Fu Zhiyong",978-0-12-817024-3,,https://doi.org/10.1016/B978-0-12-817024-3.00004-0,,,,,http://www.sciencedirect.com/science/article/pii/B9780128170243000040,NOK1,
IoT Enabled real-Time urban transport management system,2020,"Vatsal Chauhan, Meetu Patel, Sudeep Tanwar, Sudhanshu Tyagi, Neeraj Kumar",,0045-7906,https://doi.org/10.1016/j.compeleceng.2020.106746,Computers & Electrical Engineering,,,,http://www.sciencedirect.com/science/article/pii/S0045790620306017,NOK1,
5 - Coupling of the mobility and energy infrastructures as urban mobility needs evolve,2021,"Andreas Pfeiffer, Alexandra Burgholzer, Dilara Kanag",978-0-12-816816-5,,https://doi.org/10.1016/B978-0-12-816816-5.00005-X,,,,,http://www.sciencedirect.com/science/article/pii/B978012816816500005X,NOK1,
A Bi-level optimization-based community energy management system for optimal energy sharing and trading among peers,2021,"Edstan Fernandez, MJ Hossain, Khizir Mahmud, Mohammad Nizami, Muhammad Kashif",,0959-6526,https://doi.org/10.1016/j.jclepro.2020.123254,Journal of Cleaner Production,,,,http://www.sciencedirect.com/science/article/pii/S0959652620332996,NOK1,
Machine to machine connections for integral management of the olive production,2019,"Sergio BayanoTejero, Rafael SolaGuirado, Jesús GilRibes, Gregorio BlancoRoldán",,0168-1699,https://doi.org/10.1016/j.compag.2019.104980,Computers and Electronics in Agriculture,,,,http://www.sciencedirect.com/science/article/pii/S0168169919304612,NOK1,
The Digitisation of Agriculture: a Survey of Research Activities on Smart Farming,2019,"Manlio Bacco, Paolo Barsocchi, Erina Ferro, Alberto Gotta, Massimiliano Ruggeri",,2590-0056,https://doi.org/10.1016/j.array.2019.100009,Array,,,,http://www.sciencedirect.com/science/article/pii/S2590005619300098,NOK1,
Security issues in implantable medical devices: Fact or fiction?,2020,"Vikas Hassija, Vinay Chamola, Balindam Bajpai,  Naren, Sherali Zeadally",,2210-6707,https://doi.org/10.1016/j.scs.2020.102552,Sustainable Cities and Society,,,,http://www.sciencedirect.com/science/article/pii/S2210670720307708,NOK1,
Fractional chaos based-cryptosystem for generating encryption keys in Ad Hoc networks,2020,"Rolando MonteroCanela, Ernesto ZambranoSerrano, Edna TamarizFlores, Jesus MuñozPacheco, Richard TorrealbaMeléndez",,1570-8705,https://doi.org/10.1016/j.adhoc.2019.102005,Ad Hoc Networks,,,,http://www.sciencedirect.com/science/article/pii/S1570870519303737,NOK1,
Micro market based optimisation framework for decentralised management of distributed flexibility assets,2021,"Andrea Paladin, Ridoy Das, Yue Wang, Zunaib Ali, Richard Kotter, Ghanim Putrus, Roberto Turri",,0960-1481,https://doi.org/10.1016/j.renene.2020.10.003,Renewable Energy,,,,http://www.sciencedirect.com/science/article/pii/S096014812031569X,NOK1,
"The Internet of Things for enterprises: An ecosystem, architecture, and IoT service business model",2019,In Lee,,2542-6605,https://doi.org/10.1016/j.iot.2019.100078,Internet of Things,,,,http://www.sciencedirect.com/science/article/pii/S2542660519301386,NOK1,
The positive impacts of Real-World Data on the challenges facing the evolution of biopharma,2018,"John Wise, Angeli Möller, David Christie, Dipak Kalra, Elia Brodsky, Evelina Georgieva, Greg Jones, Ian Smith, Lars Greiffenberg, Marie McCarthy, Michael Arend, Olivier Luttringer, Sebastian Kloss, Steve Arlington",,1359-6446,https://doi.org/10.1016/j.drudis.2018.01.034,Drug Discovery Today,,,4,http://www.sciencedirect.com/science/article/pii/S1359644617303665,NOK1,
Chapter 6 - Internet of Things in Healthcare: A Brief Overview,2019,"Avishek Choudhuri, Jyotir Chatterjee, Shankey Garg",978-0-12-817356-5,,https://doi.org/10.1016/B978-0-12-817356-5.00008-5,,,,,http://www.sciencedirect.com/science/article/pii/B9780128173565000085,NOK1,
Chapter 5 - Technology Fundamentals,2019,"Vlasios Tsiatsis, Stamatis Karnouskos, Jan Höller, David Boyle, Catherine Mulligan",978-0-12-814435-0,,https://doi.org/10.1016/B978-0-12-814435-0.00017-1,,,,,http://www.sciencedirect.com/science/article/pii/B9780128144350000171,NOK1,
Data analytics in a privacy-concerned world,2021,"Jaap Wieringa, PK Kannan, Xiao Ma, Thomas Reutterer, Hans Risselada, Bernd Skiera",,0148-2963,https://doi.org/10.1016/j.jbusres.2019.05.005,Journal of Business Research,,,,http://www.sciencedirect.com/science/article/pii/S0148296319303078,NOK1,
A spatiotemporal data compression approach with low transmission cost and high data fidelity for an air quality monitoring system,2020,"HsingChung Chen, Karisma Putra, ShianShyong Tseng, ChinLing Chen, Jerry Lin",,0167-739X,https://doi.org/10.1016/j.future.2020.02.032,Future Generation Computer Systems,,,,http://www.sciencedirect.com/science/article/pii/S0167739X19324197,NOK1,
Smart tourism: State of the art and literature review for the last six years,2020,"Aristea Kontogianni, Efthimios Alepis",,2590-0056,https://doi.org/10.1016/j.array.2020.100020,Array,,,,http://www.sciencedirect.com/science/article/pii/S2590005620300059,NOK1,
Computation offloading in Edge Computing environments using Artificial Intelligence techniques,2020,"Gonçalo Carvalho, Bruno Cabral, Vasco Pereira, Jorge Bernardino",,0952-1976,https://doi.org/10.1016/j.engappai.2020.103840,Engineering Applications of Artificial Intelligence,,,,http://www.sciencedirect.com/science/article/pii/S0952197620302050,NOK1,
Access control in Internet-of-Things: A survey,2019,"Sowmya Ravidas, Alexios Lekidis, Federica Paci, Nicola Zannone",,1084-8045,https://doi.org/10.1016/j.jnca.2019.06.017,Journal of Network and Computer Applications,,,,http://www.sciencedirect.com/science/article/pii/S108480451930222X,NOK1,
A survey of data fusion in smart city applications,2019,"Billy Lau, Sumudu Marakkalage, Yuren Zhou, Naveed Hassan, Chau Yuen, Meng Zhang, UXuan Tan",,1566-2535,https://doi.org/10.1016/j.inffus.2019.05.004,Information Fusion,,,,http://www.sciencedirect.com/science/article/pii/S1566253519300326,NOK1,
Leveraging Deep Learning and IoT big data analytics to support the smart cities development: Review and future directions,2020,"Safa Atitallah, Maha Driss, Wadii Boulila, Henda Ghézala",,1574-0137,https://doi.org/10.1016/j.cosrev.2020.100303,Computer Science Review,,,,http://www.sciencedirect.com/science/article/pii/S1574013720304032,NOK1,
Data-driven sustainable intelligent manufacturing based on demand response for energy-intensive industries,2020,"Shuaiyin Ma, Yingfeng Zhang, Yang Liu, Haidong Yang, Jingxiang Lv, Shan Ren",,0959-6526,https://doi.org/10.1016/j.jclepro.2020.123155,Journal of Cleaner Production,,,,http://www.sciencedirect.com/science/article/pii/S0959652620332005,NOK1,
Extracting and mapping industry 4.0 technologies using wikipedia,2018,"Filippo Chiarello, Leonello Trivelli, Andrea Bonaccorsi, Gualtiero Fantoni",,0166-3615,https://doi.org/10.1016/j.compind.2018.04.006,Computers in Industry,,,,http://www.sciencedirect.com/science/article/pii/S0166361517306176,NOK1,
Chapter 12 - Understanding Interbank Real-Time Retail Payment Systems,2018,Roy Lai,978-0-12-810441-5,,https://doi.org/10.1016/B978-0-12-810441-5.00012-9,,,,,http://www.sciencedirect.com/science/article/pii/B9780128104415000129,NOK1,
Adapting an agile manufacturing concept to the reference architecture model industry 4.0: A survey and case study,2019,"Matti YliOjanperä, Seppo Sierla, Nikolaos Papakonstantinou, Valeriy Vyatkin",,2452-414X,https://doi.org/10.1016/j.jii.2018.12.002,Journal of Industrial Information Integration,,,,http://www.sciencedirect.com/science/article/pii/S2452414X18301377,NOK1,
Cloudy in guifi.net: Establishing and sustaining a community cloud as open commons,2018,"Roger Baig, Felix Freitag, Leandro Navarro",,0167-739X,https://doi.org/10.1016/j.future.2017.12.017,Future Generation Computer Systems,,,,http://www.sciencedirect.com/science/article/pii/S0167739X1732856X,NOK1,
Cross-border e-commerce firms as supply chain integrators: The management of three flows,2020,"Ying Wang, Fu Jia, Tobias Schoenherr, Yu Gong, Lujie Chen",,0019-8501,https://doi.org/10.1016/j.indmarman.2019.09.004,Industrial Marketing Management,,,,http://www.sciencedirect.com/science/article/pii/S0019850118308642,NOK1,
Interpol review of digital evidence 2016 - 2019,2020,Paul Reedy,,2589-871X,https://doi.org/10.1016/j.fsisyn.2020.01.015,Forensic Science International: Synergy,,,,http://www.sciencedirect.com/science/article/pii/S2589871X20300152,NOK1,
Digital health eco-systems: An epochal review of practice-oriented research,2020,"Lena Stephanie, Ravi Sharma",,0268-4012,https://doi.org/10.1016/j.ijinfomgt.2019.10.017,International Journal of Information Management,,,,http://www.sciencedirect.com/science/article/pii/S0268401219300684,NOK1,
Energy Systems Integration: Implications for public policy,2020,"Carlo Cambini, Raffaele Congiu, Tooraj Jamasb, Manuel Llorca, Golnoush Soroush",,0301-4215,https://doi.org/10.1016/j.enpol.2020.111609,Energy Policy,,,,http://www.sciencedirect.com/science/article/pii/S0301421520303463,NOK1,
Chapter 2 - Advanced Manufacturing Processes and Technologies,2019,"Francisco Brocal, Miguel Sebastián, Cristina González",978-0-12-813290-6,,https://doi.org/10.1016/B978-0-12-813290-6.00002-0,,,,,http://www.sciencedirect.com/science/article/pii/B9780128132906000020,NOK1,
Chapter 13 - RIoT Control,2017,Tyson Macaulay,978-0-12-419971-2,,https://doi.org/10.1016/B978-0-12-419971-2.00013-3,,,,,http://www.sciencedirect.com/science/article/pii/B9780124199712000133,NOK1,
Reference architectures for smart manufacturing: A critical review,2018,"Mohsen Moghaddam, Marissa Cadavid, C Kenley, Abhijit Deshmukh",,0278-6125,https://doi.org/10.1016/j.jmsy.2018.10.006,Journal of Manufacturing Systems,,,,http://www.sciencedirect.com/science/article/pii/S0278612518301043,NOK1,
Are public intrusion datasets fit for purpose characterising the state of the art in intrusion event datasets,2020,"A Kenyon, L Deka, D Elizondo",,0167-4048,https://doi.org/10.1016/j.cose.2020.102022,Computers & Security,,,,http://www.sciencedirect.com/science/article/pii/S0167404820302959,NOK1,
CAPODAZ: A containerised authorisation and policy-driven architecture using microservices,2020,"Dimitrios Kallergis, Zacharenia Garofalaki, Georgios Katsikogiannis, Christos Douligeris",,1570-8705,https://doi.org/10.1016/j.adhoc.2020.102153,Ad Hoc Networks,,,,http://www.sciencedirect.com/science/article/pii/S1570870519301064,NOK1,
A fuzzy rule-based industry 4.0 maturity model for operations and supply chain management,2021,"Rodrigo Caiado, Luiz Scavarda, Luiz Gavião, Paulo Ivson, Daniel Mattos Nascimento, Jose GarzaReyes",,0925-5273,https://doi.org/10.1016/j.ijpe.2020.107883,International Journal of Production Economics,,,,http://www.sciencedirect.com/science/article/pii/S0925527320302401,NOK1,
You'll never walk alone: Why we need a supply chain practice view on digital procurement,2019,"Tobias Kosmol, Felix Reimann, Lutz Kaufmann",,1478-4092,https://doi.org/10.1016/j.pursup.2019.100553,Journal of Purchasing and Supply Management,,,4,http://www.sciencedirect.com/science/article/pii/S1478409218301481,NOK1,
